[0.987s] [34mcolcon[0m [1;30mDEBUG[0m [32mCommand line arguments: ['C:\\Python38\\Scripts\\colcon', 'build'][0m
[22.692s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoking command in 'c:\Users\82103\Documents\ros2_ws\webots_ros2\webots_ros2_tiago': AMENT_PREFIX_PATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core;c:\Users\82103\Documents\ros2_ws\install\webots_ros2;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj;c:\Users\82103\Documents\ros2_ws\install\test_launch;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj;c:\dev\ros2_foxy PYTHONPATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_launch\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj\Lib\site-packages;c:\dev\ros2_foxy\Lib\site-packages;C:\Webots\lib\controller\python38 c:\python38\python.exe setup.py egg_info --egg-base ..\..\build\webots_ros2_tiago build --build-base c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tiago\build install --prefix c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago --record c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tiago\install.log --single-version-externally-managed[0m
[22.754s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot' for CMake module files
[22.754s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in 'c:\Users\82103\Documents\ros2_ws\webots_ros2\webots_ros2_universal_robot' returned '0': AMENT_PREFIX_PATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description;c:\Users\82103\Documents\ros2_ws\install\webots_ros2;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj;c:\Users\82103\Documents\ros2_ws\install\test_launch;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj;c:\dev\ros2_foxy PYTHONPATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_launch\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj\Lib\site-packages;c:\dev\ros2_foxy\Lib\site-packages;C:\Webots\lib\controller\python38 c:\python38\python.exe setup.py egg_info --egg-base ..\..\build\webots_ros2_universal_robot build --build-base c:\Users\82103\Documents\ros2_ws\build\webots_ros2_universal_robot\build install --prefix c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot --record c:\Users\82103\Documents\ros2_ws\build\webots_ros2_universal_robot\install.log --single-version-externally-managed[0m
[22.757s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot' for CMake config files
[22.762s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\bin'
[22.763s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\bin'
[22.763s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Scripts'
[22.763s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\lib\pkgconfig\webots_ros2_universal_robot.pc'
[22.763s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages'
[22.764s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('webots_ros2_universal_robot', 'pythonpath')
[22.775s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\hook\pythonpath.ps1'
[22.777s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\hook\pythonpath.bat'
[22.779s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\hook\pythonpath.dsv'
[22.781s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(webots_ros2_universal_robot)
[22.792s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\package.ps1'
[22.795s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\package.bat'
[22.797s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package descriptor 'c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\webots_ros2_universal_robot\package.dsv'
[22.800s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_file_with_runtime_dependencies(c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\share\colcon-core\packages\webots_ros2_universal_robot)
[23.096s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoking command in 'c:\Users\82103\Documents\ros2_ws\webots_ros2\webots_ros2_tutorials': AMENT_PREFIX_PATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core;c:\Users\82103\Documents\ros2_ws\install\webots_ros2;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj;c:\Users\82103\Documents\ros2_ws\install\test_launch;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj;c:\dev\ros2_foxy PYTHONPATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_launch\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj\Lib\site-packages;c:\dev\ros2_foxy\Lib\site-packages;C:\Webots\lib\controller\python38 c:\python38\python.exe setup.py egg_info --egg-base ..\..\build\webots_ros2_tutorials build --build-base c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tutorials\build install --prefix c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials --record c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tutorials\install.log --single-version-externally-managed[0m
[23.931s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in 'c:\Users\82103\Documents\ros2_ws\webots_ros2\webots_ros2_tutorials' returned '1': AMENT_PREFIX_PATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core;c:\Users\82103\Documents\ros2_ws\install\webots_ros2;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj;c:\Users\82103\Documents\ros2_ws\install\test_launch;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj;c:\dev\ros2_foxy PYTHONPATH=c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_core\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_msgs\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_demos\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_universal_robot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_ur_e_description\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_turtlebot\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tiago\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_examples\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_epuck\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_abb\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\webots_ros2_importer\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package_ysj\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_package\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\test_launch\Lib\site-packages;c:\Users\82103\Documents\ros2_ws\install\my_interfaces_ysj\Lib\site-packages;c:\dev\ros2_foxy\Lib\site-packages;C:\Webots\lib\controller\python38 c:\python38\python.exe setup.py egg_info --egg-base ..\..\build\webots_ros2_tutorials build --build-base c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tutorials\build install --prefix c:\Users\82103\Documents\ros2_ws\install\webots_ros2_tutorials --record c:\Users\82103\Documents\ros2_ws\build\webots_ros2_tutorials\install.log --single-version-externally-managed[0m
[23.955s] [34mcolcon.colcon_core.event_reactor[0m [1;30mERROR[0m [31mException in event handler extension 'console_stderr': 'utf-8' codec can't decode byte 0xc1 in position 1193: invalid start byte
Traceback (most recent call last):
  File "c:\python38\lib\site-packages\colcon_core\event_reactor.py", line 78, in _notify_observers
    retval = observer(event)
  File "c:\python38\lib\site-packages\colcon_output\event_handler\console_stderr.py", line 49, in __call__
    b''.join(
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xc1 in position 1193: invalid start byte
[0m
[24.050s] [34mcolcon.colcon_parallel_executor.executor.parallel[0m [1;30mDEBUG[0m [32mrun_until_complete finished with '1'[0m
[24.050s] [34mcolcon.colcon_core.event_reactor[0m [1;30mDEBUG[0m [32mjoining thread[0m
[24.072s] [34mcolcon.colcon_core.plugin_system[0m [1;30mINFO[0m Skipping extension 'colcon_notification.desktop_notification.notify2': 'notify2' not found
[24.073s] [34mcolcon.colcon_core.plugin_system[0m [1;30mINFO[0m Skipping extension 'colcon_notification.desktop_notification.notify_send': Not used on non-Linux systems
[24.073s] [34mcolcon.colcon_core.plugin_system[0m [1;30mINFO[0m Skipping extension 'colcon_notification.desktop_notification.terminal_notifier': Not used on non-Darwin systems
[24.073s] [34mcolcon.colcon_notification.desktop_notification[0m [1;30mINFO[0m Sending desktop notification using 'win32'
[29.148s] [34mcolcon.colcon_core.event_reactor[0m [1;30mDEBUG[0m [32mjoined thread[0m
[29.160s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix script 'c:\Users\82103\Documents\ros2_ws\install\local_setup.ps1'
[29.162s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix util module 'c:\Users\82103\Documents\ros2_ws\install\_local_setup_util_ps1.py'
[29.165s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix chain script 'c:\Users\82103\Documents\ros2_ws\install\setup.ps1'
[29.184s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix script 'c:\Users\82103\Documents\ros2_ws\install\local_setup.bat'
[29.187s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix util module 'c:\Users\82103\Documents\ros2_ws\install\_local_setup_util_bat.py'
[29.189s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating prefix chain script 'c:\Users\82103\Documents\ros2_ws\install\setup.bat'
